timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1765098006247,136,HTTP Request - /api/products,200,OK,Thread Group 1-4,text,true,,3669,402,5,5,http://api.demo.com/api/products,136,0,3
1765098006342,83,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,1305,263,5,5,http://api.demo.com/api/orders,83,0,3
1765098006454,142,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,1316,312,5,5,http://api.demo.com/api/users,142,0,7
1765098006537,143,HTTP Request - /api/checkout,200,OK,Thread Group 1-2,text,true,,3623,420,5,5,http://api.demo.com/api/checkout,143,0,8
1765098006652,121,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,2468,433,5,5,http://api.demo.com/api/checkout,121,0,1
1765098006748,82,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,3689,270,5,5,http://api.demo.com/api/users,82,0,8
1765098006854,100,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,3812,332,5,5,http://api.demo.com/api/checkout,100,0,7
1765098006945,118,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,2136,302,5,5,http://api.demo.com/api/inventory,118,0,2
1765098007049,119,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,3657,461,5,5,http://api.demo.com/api/orders,119,0,8
1765098007154,109,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,3311,444,5,5,http://api.demo.com/api/inventory,109,0,5
1765098007254,136,HTTP Request - /api/products,200,OK,Thread Group 1-4,text,true,,3026,474,5,5,http://api.demo.com/api/products,136,0,10
1765098007346,104,HTTP Request - /api/inventory,200,OK,Thread Group 1-5,text,true,,3421,359,5,5,http://api.demo.com/api/inventory,104,0,6
1765098007427,105,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,3895,311,5,5,http://api.demo.com/api/inventory,105,0,7
1765098007520,103,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,1927,377,5,5,http://api.demo.com/api/users,103,0,1
1765098007634,104,HTTP Request - /api/products,200,OK,Thread Group 1-3,text,true,,2591,286,5,5,http://api.demo.com/api/products,104,0,2
1765098007734,140,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,3279,506,5,5,http://api.demo.com/api/orders,140,0,2
1765098007846,129,HTTP Request - /api/inventory,200,OK,Thread Group 1-5,text,true,,3615,330,5,5,http://api.demo.com/api/inventory,129,0,4
1765098007937,102,HTTP Request - /api/orders,200,OK,Thread Group 1-1,text,true,,4094,274,5,5,http://api.demo.com/api/orders,102,0,4
1765098008029,114,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,1073,319,5,5,http://api.demo.com/api/orders,114,0,4
1765098008145,110,HTTP Request - /api/products,200,OK,Thread Group 1-3,text,true,,3173,415,5,5,http://api.demo.com/api/products,110,0,6
1765098008225,92,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,1794,390,5,5,http://api.demo.com/api/checkout,92,0,9
1765098008315,143,HTTP Request - /api/products,200,OK,Thread Group 1-5,text,true,,1969,317,5,5,http://api.demo.com/api/products,143,0,6
1765098008435,115,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,3498,482,5,5,http://api.demo.com/api/products,115,0,6
1765098008543,94,HTTP Request - /api/checkout,200,OK,Thread Group 1-2,text,true,,2870,404,5,5,http://api.demo.com/api/checkout,94,0,3
1765098008645,147,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,2260,395,5,5,http://api.demo.com/api/checkout,147,0,7
1765098008742,108,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,1419,365,5,5,http://api.demo.com/api/checkout,108,0,2
1765098008850,104,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,2786,405,5,5,http://api.demo.com/api/orders,104,0,3
1765098008969,150,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,3094,308,5,5,http://api.demo.com/api/checkout,150,0,6
1765098009085,131,HTTP Request - /api/products,200,OK,Thread Group 1-2,text,true,,2382,409,5,5,http://api.demo.com/api/products,131,0,1
1765098009165,105,HTTP Request - /api/users,200,OK,Thread Group 1-3,text,true,,3083,320,5,5,http://api.demo.com/api/users,105,0,9
1765098009259,82,HTTP Request - /api/inventory,200,OK,Thread Group 1-4,text,true,,3550,499,5,5,http://api.demo.com/api/inventory,82,0,7
1765098009371,106,HTTP Request - /api/products,200,OK,Thread Group 1-5,text,true,,1071,271,5,5,http://api.demo.com/api/products,106,0,1
1765098009470,143,HTTP Request - /api/orders,200,OK,Thread Group 1-1,text,true,,2572,401,5,5,http://api.demo.com/api/orders,143,0,9
1765098009590,91,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,1374,345,5,5,http://api.demo.com/api/inventory,91,0,3
1765098009704,96,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,1208,431,5,5,http://api.demo.com/api/checkout,96,0,10
1765098009790,135,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,1927,373,5,5,http://api.demo.com/api/checkout,135,0,9
1765098009876,132,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,1184,395,5,5,http://api.demo.com/api/orders,132,0,2
1765098009978,134,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,1294,467,5,5,http://api.demo.com/api/inventory,134,0,7
1765098010062,143,HTTP Request - /api/products,200,OK,Thread Group 1-2,text,true,,2850,268,5,5,http://api.demo.com/api/products,143,0,1
1765098010155,133,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,2795,408,5,5,http://api.demo.com/api/inventory,133,0,1
1765098010265,118,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,1132,342,5,5,http://api.demo.com/api/checkout,118,0,4
1765098010364,109,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,1243,510,5,5,http://api.demo.com/api/users,109,0,8
1765098010452,115,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,2154,266,5,5,http://api.demo.com/api/users,115,0,7
1765098010564,106,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,2922,435,5,5,http://api.demo.com/api/users,106,0,7
1765098010650,81,HTTP Request - /api/orders,200,OK,Thread Group 1-3,text,true,,3124,258,5,5,http://api.demo.com/api/orders,81,0,10
1765098010736,99,HTTP Request - /api/inventory,200,OK,Thread Group 1-4,text,true,,1982,286,5,5,http://api.demo.com/api/inventory,99,0,6
1765098010827,128,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,2194,369,5,5,http://api.demo.com/api/users,128,0,4
1765098010947,119,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,2205,412,5,5,http://api.demo.com/api/checkout,119,0,5
1765098011038,108,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,2620,445,5,5,http://api.demo.com/api/orders,108,0,7
1765098011145,98,HTTP Request - /api/orders,200,OK,Thread Group 1-3,text,true,,1092,312,5,5,http://api.demo.com/api/orders,98,0,2
1765098011233,137,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,3568,258,5,5,http://api.demo.com/api/orders,137,0,2
1765098011339,116,HTTP Request - /api/products,200,OK,Thread Group 1-5,text,true,,1186,292,5,5,http://api.demo.com/api/products,116,0,8
1765098011455,109,HTTP Request - /api/orders,200,OK,Thread Group 1-1,text,true,,2539,291,5,5,http://api.demo.com/api/orders,109,0,9
1765098011556,86,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,1740,440,5,5,http://api.demo.com/api/inventory,86,0,6
1765098011640,124,HTTP Request - /api/products,200,OK,Thread Group 1-3,text,true,,3613,456,5,5,http://api.demo.com/api/products,124,0,3
1765098011723,129,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,1851,467,5,5,http://api.demo.com/api/orders,129,0,10
1765098011812,123,HTTP Request - /api/products,200,OK,Thread Group 1-5,text,true,,1167,502,5,5,http://api.demo.com/api/products,123,0,4
1765098011908,114,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,2978,441,5,5,http://api.demo.com/api/inventory,114,0,7
1765098011990,86,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,2246,443,5,5,http://api.demo.com/api/inventory,86,0,7
1765098012099,142,HTTP Request - /api/orders,200,OK,Thread Group 1-3,text,true,,2102,448,5,5,http://api.demo.com/api/orders,142,0,10
1765098012199,128,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,1647,387,5,5,http://api.demo.com/api/orders,128,0,9
1765098012298,136,HTTP Request - /api/inventory,200,OK,Thread Group 1-5,text,true,,3960,265,5,5,http://api.demo.com/api/inventory,136,0,8
1765098012405,101,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,1342,424,5,5,http://api.demo.com/api/products,101,0,8
1765098012492,137,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,3724,319,5,5,http://api.demo.com/api/users,137,0,7
1765098012586,123,HTTP Request - /api/orders,200,OK,Thread Group 1-3,text,true,,2657,435,5,5,http://api.demo.com/api/orders,123,0,9
1765098012697,131,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,3102,328,5,5,http://api.demo.com/api/checkout,131,0,3
1765098012799,136,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,3107,343,5,5,http://api.demo.com/api/orders,136,0,3
1765098012882,96,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,1752,489,5,5,http://api.demo.com/api/checkout,96,0,6
1765098013002,138,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,2293,415,5,5,http://api.demo.com/api/orders,138,0,8
1765098013104,82,HTTP Request - /api/users,200,OK,Thread Group 1-3,text,true,,3951,367,5,5,http://api.demo.com/api/users,82,0,8
1765098013218,103,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,2957,332,5,5,http://api.demo.com/api/checkout,103,0,8
1765098013320,143,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,2486,347,5,5,http://api.demo.com/api/users,143,0,6
1765098013405,144,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,2644,505,5,5,http://api.demo.com/api/checkout,144,0,3
1765098013515,145,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,1643,355,5,5,http://api.demo.com/api/orders,145,0,2
1765098013617,113,HTTP Request - /api/products,200,OK,Thread Group 1-3,text,true,,2962,507,5,5,http://api.demo.com/api/products,113,0,9
1765098013717,113,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,2254,444,5,5,http://api.demo.com/api/users,113,0,1
1765098013803,121,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,3815,363,5,5,http://api.demo.com/api/checkout,121,0,6
1765098013908,92,HTTP Request - /api/orders,200,OK,Thread Group 1-1,text,true,,2656,459,5,5,http://api.demo.com/api/orders,92,0,7
1765098014011,83,HTTP Request - /api/products,200,OK,Thread Group 1-2,text,true,,2173,393,5,5,http://api.demo.com/api/products,83,0,4
1765098014112,80,HTTP Request - /api/users,200,OK,Thread Group 1-3,text,true,,1841,391,5,5,http://api.demo.com/api/users,80,0,5
1765098014218,149,HTTP Request - /api/inventory,200,OK,Thread Group 1-4,text,true,,2220,329,5,5,http://api.demo.com/api/inventory,149,0,9
1765098014337,121,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,1963,411,5,5,http://api.demo.com/api/checkout,121,0,2
1765098014448,149,HTTP Request - /api/orders,200,OK,Thread Group 1-1,text,true,,3018,405,5,5,http://api.demo.com/api/orders,149,0,10
1765098014538,113,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,2781,455,5,5,http://api.demo.com/api/users,113,0,5
1765098014658,121,HTTP Request - /api/users,200,OK,Thread Group 1-3,text,true,,1305,273,5,5,http://api.demo.com/api/users,121,0,5
1765098014740,109,HTTP Request - /api/products,200,OK,Thread Group 1-4,text,true,,2789,392,5,5,http://api.demo.com/api/products,109,0,10
1765098014836,134,HTTP Request - /api/inventory,200,OK,Thread Group 1-5,text,true,,2830,332,5,5,http://api.demo.com/api/inventory,134,0,3
1765098014918,101,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,2764,507,5,5,http://api.demo.com/api/inventory,101,0,9
1765098015038,99,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,2068,461,5,5,http://api.demo.com/api/orders,99,0,4
1765098015123,126,HTTP Request - /api/products,200,OK,Thread Group 1-3,text,true,,2948,353,5,5,http://api.demo.com/api/products,126,0,6
1765098015210,107,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,2405,470,5,5,http://api.demo.com/api/checkout,107,0,3
1765098015294,110,HTTP Request - /api/products,200,OK,Thread Group 1-5,text,true,,3729,416,5,5,http://api.demo.com/api/products,110,0,4
1765098015384,140,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,2311,396,5,5,http://api.demo.com/api/inventory,140,0,10
1765098015481,87,HTTP Request - /api/checkout,200,OK,Thread Group 1-2,text,true,,3596,493,5,5,http://api.demo.com/api/checkout,87,0,10
1765098015586,117,HTTP Request - /api/products,200,OK,Thread Group 1-3,text,true,,1834,450,5,5,http://api.demo.com/api/products,117,0,7
1765098015697,109,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,2468,393,5,5,http://api.demo.com/api/orders,109,0,9
1765098015805,91,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,3155,388,5,5,http://api.demo.com/api/checkout,91,0,7
1765098015919,138,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,3342,447,5,5,http://api.demo.com/api/checkout,138,0,2
1765098016008,89,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,1659,341,5,5,http://api.demo.com/api/users,89,0,10
1765098016089,105,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,3759,396,5,5,http://api.demo.com/api/checkout,105,0,7
1765098016203,135,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,1510,441,5,5,http://api.demo.com/api/orders,135,0,4
1765098016290,143,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,3989,490,5,5,http://api.demo.com/api/orders,143,0,8
1765098016391,102,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,2345,436,5,5,http://api.demo.com/api/checkout,102,0,3
1765098016501,116,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,3526,310,5,5,http://api.demo.com/api/orders,116,0,4
1765098016620,88,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,2611,442,5,5,http://api.demo.com/api/inventory,88,0,3
1765098016713,81,HTTP Request - /api/products,200,OK,Thread Group 1-4,text,true,,3154,404,5,5,http://api.demo.com/api/products,81,0,4
1765098016831,99,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,2698,308,5,5,http://api.demo.com/api/checkout,99,0,8
1765098016925,115,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,3551,435,5,5,http://api.demo.com/api/inventory,115,0,3
1765098017032,100,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,3277,344,5,5,http://api.demo.com/api/orders,100,0,3
1765098017147,119,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,1461,466,5,5,http://api.demo.com/api/inventory,119,0,9
1765098017238,91,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,1615,258,5,5,http://api.demo.com/api/checkout,91,0,10
1765098017344,91,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,3809,379,5,5,http://api.demo.com/api/orders,91,0,1
1765098017432,88,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,3906,268,5,5,http://api.demo.com/api/products,88,0,4
1765098017552,116,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,2425,359,5,5,http://api.demo.com/api/orders,116,0,2
1765098017649,123,HTTP Request - /api/orders,200,OK,Thread Group 1-3,text,true,,1848,474,5,5,http://api.demo.com/api/orders,123,0,3
1765098017753,106,HTTP Request - /api/inventory,200,OK,Thread Group 1-4,text,true,,3852,438,5,5,http://api.demo.com/api/inventory,106,0,8
1765098017857,120,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,2818,351,5,5,http://api.demo.com/api/users,120,0,1
1765098017939,117,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,1570,508,5,5,http://api.demo.com/api/checkout,117,0,1
1765098018054,119,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,3888,289,5,5,http://api.demo.com/api/inventory,119,0,1
1765098018139,140,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,2211,357,5,5,http://api.demo.com/api/checkout,140,0,2
1765098018224,88,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,2246,448,5,5,http://api.demo.com/api/users,88,0,2
1765098018327,86,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,3017,498,5,5,http://api.demo.com/api/checkout,86,0,2
1765098018422,144,HTTP Request - /api/orders,200,OK,Thread Group 1-1,text,true,,1148,361,5,5,http://api.demo.com/api/orders,144,0,10
1765098018539,118,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,2740,469,5,5,http://api.demo.com/api/users,118,0,9
1765098018645,131,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,3317,359,5,5,http://api.demo.com/api/checkout,131,0,4
1765098018756,118,HTTP Request - /api/products,200,OK,Thread Group 1-4,text,true,,2073,487,5,5,http://api.demo.com/api/products,118,0,5
1765098018876,148,HTTP Request - /api/products,200,OK,Thread Group 1-5,text,true,,1863,262,5,5,http://api.demo.com/api/products,148,0,7
1765098018993,118,HTTP Request - /api/orders,200,OK,Thread Group 1-1,text,true,,3207,484,5,5,http://api.demo.com/api/orders,118,0,1
1765098019103,137,HTTP Request - /api/checkout,200,OK,Thread Group 1-2,text,true,,2393,430,5,5,http://api.demo.com/api/checkout,137,0,4
1765098019183,140,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,2941,372,5,5,http://api.demo.com/api/inventory,140,0,2
1765098019293,143,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,1221,469,5,5,http://api.demo.com/api/checkout,143,0,5
1765098019382,125,HTTP Request - /api/inventory,200,OK,Thread Group 1-5,text,true,,1676,426,5,5,http://api.demo.com/api/inventory,125,0,6
1765098019489,101,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,1533,289,5,5,http://api.demo.com/api/users,101,0,3
1765098019574,119,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,3251,331,5,5,http://api.demo.com/api/inventory,119,0,2
